id,Age,Attrition,BusinessTravel,DailyRate,Department,Education,JobRole,DistanceFromHome,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,WorkLifeBalance
13047,46,No,Non-Travel,507,R,e,s,7,3,M,48,2,3,3,Divorced,8766,9971,1,Y,No,5,1,80,2
13048,33,No,Travel_Rarely,499,T,e,c,5,5,M,52,2,2,4,Single,10075,7951,2,N,No,14,1,80,1
13049,59,No,Non-Travel,479,R,e,s,4,4,F,49,4,1,4,Married,7532,10451,3,Y,No,21,1,80,1
13050,50,No,Non-Travel,509,S,a,l,4,3,F,50,3,3,2,Married,10193,8764,1,Y,Yes,11,3,80,2
13051,33,No,Travel_Frequently,500,R,e,s,5,4,M,52,3,3,5,Divorced,11548,10504,1,Y,Yes,11,2,80,2
13052,40,No,Non-Travel,505,S,a,l,5,3,M,51,4,1,3,Single,8289,10485,3,Y,Yes,7,3,80,2
13053,24,No,Non-Travel,495,R,e,s,5,3,F,51,4,3,5,Married,10804,9494,1,Y,No,9,1,80,2
13054,59,No,Non-Travel,495,T,e,c,6,4,F,49,2,3,2,Married,12667,10894,2,Y,Yes,1,2,40,1
13055,26,No,Non-Travel,501,R,e,s,2,4,F,49,3,2,4,Single,9568,12703,2,Y,No,8,2,80,1
13056,31,No,Non-Travel,519,R,e,s,4,4,F,46,3,1,3,Married,8831,11372,2,Y,Yes,10,2,80,2
13057,50,No,Travel_Frequently,501,T,e,c,5,2,M,55,3,1,5,Single,8235,13035,2,Y,No,7,2,80,3
13058,47,No,Travel_Rarely,523,S,a,l,4,3,M,51,3,2,2,Married,9343,11131,2,Y,Yes,7,2,80,3
13059,41,No,Non-Travel,498,R,e,s,4,2,F,49,5,2,3,Married,11034,8473,2,Y,No,17,2,80,3
13060,43,No,Non-Travel,487,R,e,s,5,4,F,48,4,2,4,Single,10319,9113,2,Y,Yes,12,3,80,4
13061,53,No,Non-Travel,498,T,e,c,3,2,F,49,4,1,5,Married,10655,10751,3,Y,No,4,3,80,1
13062,60,No,Non-Travel,515,T,e,c,4,4,F,50,3,3,3,Married,7883,10170,3,Y,No,7,1,80,3
13063,39,No,Non-Travel,499,T,e,c,6,4,M,47,3,2,2,Married,10577,10542,3,N,No,11,3,80,1
13064,56,No,Non-Travel,521,T,e,c,5,5,F,47,3,3,5,Married,8923,9241,5,Y,No,7,2,80,1
13065,30,No,Non-Travel,490,S,a,l,5,4,M,49,3,3,5,Married,10308,9089,3,Y,No,7,3,80,2
13066,45,No,Non-Travel,488,R,e,s,3,5,F,52,4,3,4,Divorced,8654,11227,2,N,Yes,5,4,80,3
13067,27,No,Non-Travel,497,S,a,l,5,5,F,50,4,1,5,Divorced,11057,9425,3,Y,No,15,3,80,3
13068,47,Yes,Non-Travel,499,S,a,l,4,5,F,49,3,3,4,Single,9087,11147,2,Y,No,6,3,80,2
13069,45,No,Non-Travel,489,R,e,s,7,3,F,51,4,1,4,Married,10464,10322,2,Y,No,12,2,80,2
13070,40,No,Non-Travel,505,S,a,l,3,5,F,49,4,1,5,Married,9063,9707,3,Y,No,3,2,80,2
13071,58,No,Non-Travel,491,T,e,c,1,4,F,50,2,3,4,Divorced,10439,9800,1,Y,No,11,2,80,3
13072,21,No,Travel_Frequently,488,S,a,l,4,4,F,45,3,1,2,Divorced,9018,10162,4,Y,No,14,2,80,1
13073,37,No,Travel_Rarely,509,T,e,c,6,4,M,49,4,2,5,Single,9419,9724,3,N,No,16,1,80,2
13074,53,No,Travel_Frequently,502,S,a,l,7,4,F,47,5,2,5,Single,9204,11779,3,Y,Yes,11,2,80,3
13075,33,No,Non-Travel,502,T,e,c,4,4,F,50,2,3,5,Married,10788,9711,2,Y,Yes,6,2,80,2
13076,46,No,Non-Travel,521,S,a,l,2,3,M,51,3,2,5,Divorced,9769,9878,4,Y,No,9,3,80,3
13077,49,Yes,Non-Travel,497,R,e,s,2,4,M,49,4,3,2,Divorced,9156,9109,3,Y,No,12,2,80,3
13078,49,No,Non-Travel,480,S,a,l,5,3,F,53,3,1,2,Divorced,9842,9870,3,Y,Yes,8,2,80,2
13079,35,No,Travel_Frequently,499,S,a,l,4,4,M,50,3,3,5,Married,9633,9336,3,Y,Yes,5,3,80,1
13080,51,No,Non-Travel,508,R,e,s,5,3,F,49,3,2,3,Married,9176,10067,3,Y,No,21,1,80,1
13081,42,No,Non-Travel,496,S,a,l,0,4,M,49,5,1,3,Married,10163,9550,1,,No,14,3,80,2
13082,44,No,Non-Travel,517,S,a,l,4,4,F,48,5,2,2,Divorced,9485,12586,2,Y,No,13,1,80,4
13083,44,No,Non-Travel,505,S,a,l,4,4,M,46,5,1,5,Divorced,10840,10491,2,Y,No,1,3,80,1
13084,18,No,Non-Travel,510,R,e,s,4,4,F,51,2,3,5,Single,9724,9411,0,Y,No,5,2,80,2
13085,43,No,Non-Travel,500,S,a,l,6,2,F,52,4,3,4,Married,11987,10422,2,Y,Yes,11,4,80,3
13086,54,No,Non-Travel,510,S,a,l,5,4,F,52,4,3,5,Married,8878,10229,1,Y,No,9,2,80,2
13087,39,No,Non-Travel,497,S,a,l,2,2,M,46,2,3,4,Married,9433,9393,3,Y,No,2,3,80,1
13088,33,No,Travel_Frequently,494,T,e,c,8,4,M,47,4,3,4,Divorced,7360,8935,1,Y,No,17,2,80,1
13089,44,No,Travel_Rarely,496,T,e,c,1,4,M,52,5,1,3,Married,9230,10642,4,N,No,11,2,80,3
13090,28,No,Travel_Frequently,497,R,e,s,2,4,M,50,2,1,5,Married,10297,9474,1,Y,No,14,3,80,3
13091,36,No,Non-Travel,487,R,e,s,4,5,M,48,4,2,2,Married,9755,11755,2,Y,No,13,4,80,1
13092,33,No,Non-Travel,493,T,e,c,8,3,F,47,4,3,5,Married,10708,10311,5,Y,No,17,3,80,1
13093,65,No,Non-Travel,509,T,e,c,5,2,F,48,4,2,3,Married,9474,11126,2,Y,No,10,4,80,3
13094,26,Yes,Non-Travel,502,T,e,c,8,3,M,48,2,3,4,Married,9822,9850,2,Y,No,9,2,80,1
13095,16,No,Travel_Rarely,498,R,e,s,5,3,F,50,2,3,4,Married,7785,8380,3,Y,No,17,3,80,1
13096,35,No,Non-Travel,493,R,e,s,2,4,F,49,3,3,2,Married,9057,10011,4,N,Yes,13,2,80,3
13097,49,Yes,Non-Travel,507,S,a,l,4,3,M,50,3,1,5,Single,9850,10852,2,Y,No,14,2,80,2
13098,44,No,Non-Travel,508,S,a,l,8,5,M,48,3,3,3,Single,10195,10304,1,Y,Yes,11,2,80,2
13099,31,Yes,Non-Travel,495,R,e,s,3,4,F,48,3,1,5,Married,9255,11004,3,N,Yes,11,4,80,4
13100,30,No,Non-Travel,512,T,e,c,5,4,M,48,3,3,4,Single,11529,10211,3,Y,No,11,1,80,3
13101,58,No,Non-Travel,495,R,e,s,2,3,F,48,3,2,3,Married,9874,9523,1,Y,No,1,3,80,1
13102,38,Yes,Non-Travel,512,T,e,c,3,4,F,46,3,2,4,Divorced,10503,9419,2,Y,No,1,4,80,1
13103,47,No,Non-Travel,495,T,e,c,4,4,F,49,2,3,5,Single,8537,10156,4,Y,Yes,12,2,80,2
13104,48,No,Travel_Frequently,485,R,e,s,6,3,M,50,4,2,5,Married,11365,10836,2,Y,No,13,1,80,3
13105,48,Yes,Non-Travel,500,R,e,s,5,3,F,47,3,1,4,Single,9773,11262,1,Y,Yes,6,3,80,3
13106,46,Yes,Non-Travel,499,S,a,l,6,2,M,45,5,2,3,Married,8180,7426,3,Y,No,0,4,80,1
13107,39,Yes,Travel_Frequently,505,T,e,c,6,5,F,50,4,1,2,Married,11025,9568,1,Y,Yes,9,4,80,2
13108,39,No,Non-Travel,484,S,a,l,6,3,F,49,4,3,3,Married,10958,9136,3,Y,Yes,7,2,80,1
13109,29,No,Non-Travel,506,T,e,c,6,4,F,47,3,2,4,Divorced,11412,9637,3,Y,No,4,3,80,2
13110,45,No,Non-Travel,503,R,e,s,6,4,F,45,4,2,2,Divorced,10204,8974,1,Y,No,8,4,80,2
13111,42,Yes,Travel_Rarely,496,R,e,s,3,4,M,48,4,1,2,Married,10515,9271,4,Y,No,4,4,80,3
13112,38,Yes,Non-Travel,495,S,a,l,6,3,F,51,4,3,5,Married,9270,11105,3,Y,No,19,2,80,2
13113,51,No,Travel_Frequently,465,T,e,c,7,3,M,50,3,3,5,Single,8140,10982,3,Y,No,12,1,80,4
13114,37,No,Non-Travel,506,T,e,c,6,4,F,49,3,2,2,Married,9512,10408,3,Y,No,12,1,80,3
13115,32,No,Non-Travel,510,T,e,c,3,4,F,49,4,1,5,Single,10126,11378,2,Y,No,7,2,80,3
13116,47,Yes,Non-Travel,505,T,e,c,3,4,F,49,2,1,3,Married,9532,9140,4,Y,No,6,2,80,2
13117,55,No,Non-Travel,502,S,a,l,7,4,F,50,3,1,3,Married,9511,9032,3,Y,No,21,1,80,1
13118,38,No,Non-Travel,483,S,a,l,4,2,F,51,3,3,4,Married,10529,8508,3,Y,Yes,6,4,80,1
13119,45,No,Non-Travel,506,R,e,s,4,5,M,52,2,2,5,Married,11226,10101,4,Y,No,7,1,80,3
13120,29,No,Non-Travel,499,S,a,l,1,4,F,52,4,1,3,Married,7783,9105,2,Y,Yes,2,2,80,2
13121,42,No,Non-Travel,484,S,a,l,4,3,F,50,5,1,3,Married,10288,10764,3,Y,Yes,14,4,80,3
13122,42,No,Non-Travel,503,S,a,l,2,3,M,50,4,2,2,Married,7947,10253,1,Y,Yes,13,3,80,1
13123,38,No,Non-Travel,497,S,a,l,6,3,F,49,4,2,5,Married,8973,9664,3,Y,No,13,2,80,4
13124,43,No,Non-Travel,497,T,e,c,4,5,M,49,4,3,4,Married,10110,11436,4,Y,No,13,3,80,3
13125,42,No,Non-Travel,506,S,a,l,4,3,M,52,3,2,2,Married,9135,10448,3,Y,No,7,3,80,2
13126,30,No,Non-Travel,506,T,e,c,4,3,F,47,3,2,5,Divorced,9755,9784,2,Y,No,7,1,80,3
13127,50,No,Travel_Frequently,484,S,a,l,6,2,M,49,5,1,3,Married,9561,8410,2,Y,Yes,9,2,80,3
13128,52,No,Non-Travel,510,T,e,c,6,4,M,49,3,3,3,Married,8358,9769,2,Y,No,14,1,80,3
13129,28,No,Non-Travel,505,R,e,s,2,3,F,49,4,1,4,Married,12393,11148,3,Y,Yes,7,2,80,3
13130,38,Yes,Non-Travel,491,S,a,l,5,2,F,48,4,1,3,Married,10958,11376,4,Y,Yes,8,4,80,4
13131,51,No,Non-Travel,519,R,e,s,5,4,F,52,3,3,2,Married,10592,8626,2,Y,No,13,2,80,3
13132,41,No,Travel_Rarely,514,T,e,c,4,4,F,50,4,1,5,Single,11227,8668,4,Y,Yes,5,2,80,3
13133,61,No,Non-Travel,500,S,a,l,2,5,M,47,3,2,2,Married,11440,10909,3,Y,No,5,2,80,1
13134,39,No,Non-Travel,479,R,e,s,7,4,F,48,2,3,4,Married,7736,9744,2,Y,No,8,2,80,2
13135,46,No,Non-Travel,513,R,e,s,1,2,F,51,3,2,5,Married,11033,9913,1,Y,No,2,3,80,3
13136,51,No,Non-Travel,509,T,e,c,4,3,M,46,4,3,3,Single,9021,9446,2,Y,No,11,3,80,4
13137,52,No,Non-Travel,501,R,e,s,4,2,M,45,4,2,5,Married,10173,9116,5,Y,Yes,9,4,80,4
13138,34,No,Travel_Frequently,492,S,a,l,6,2,F,49,4,3,3,Divorced,10028,9578,3,Y,No,5,1,80,3
13139,20,No,Non-Travel,492,T,e,c,2,2,M,49,4,3,2,Single,9643,8762,3,Y,No,15,3,80,3
13140,29,No,Non-Travel,496,R,e,s,6,3,M,52,4,3,5,Married,10796,7818,2,Y,Yes,3,4,80,2
13141,41,No,Non-Travel,486,T,e,c,3,3,M,50,3,2,5,Married,10844,9580,3,Y,No,22,2,80,3
13142,28,No,Non-Travel,487,T,e,c,4,3,F,50,3,3,4,Married,10114,9411,2,Y,Yes,10,3,80,4
13143,39,No,Non-Travel,507,S,a,l,8,2,F,52,2,3,3,Married,10315,9117,2,Y,No,11,2,80,3
13144,46,No,Non-Travel,489,T,e,c,6,3,M,49,4,1,2,Divorced,9778,9193,2,Y,No,9,3,80,2
13145,18,Yes,Non-Travel,514,R,e,s,4,4,F,49,4,2,5,Divorced,10184,9497,3,Y,No,11,2,80,3
13146,28,No,Non-Travel,506,T,e,c,7,4,F,49,4,1,2,Married,10240,10653,4,Y,Yes,3,2,80,4
13147,53,No,Non-Travel,495,R,e,s,2,2,M,50,4,2,5,Single,10390,10864,3,Y,No,8,2,80,2
13148,40,No,Non-Travel,509,R,e,s,7,4,M,48,4,3,5,Divorced,10605,10937,2,Y,Yes,13,4,80,3
13149,42,No,Travel_Frequently,477,R,e,s,7,3,F,52,4,2,3,Married,8775,10194,2,Y,No,12,3,80,2
13150,57,No,Non-Travel,498,R,e,s,3,3,M,49,4,1,5,Married,11465,10258,3,Y,No,11,3,80,3
13151,48,No,Non-Travel,494,S,a,l,6,5,F,53,3,3,5,Married,9392,10520,4,N,No,10,1,80,4
13152,35,Yes,Non-Travel,492,S,a,l,2,3,M,47,4,3,2,Single,8951,10630,4,Y,Yes,17,3,80,1
13153,43,No,Non-Travel,499,S,a,l,5,2,F,46,4,1,4,Married,9541,8770,4,Y,Yes,7,4,80,4
13154,45,No,Non-Travel,494,R,e,s,4,4,F,47,3,3,5,Married,10712,10935,2,Y,Yes,12,3,80,4
13155,31,No,Non-Travel,509,T,e,c,5,3,M,50,5,2,5,Married,10078,9036,2,Y,No,19,2,80,1
13156,45,No,Non-Travel,483,S,a,l,8,2,F,49,3,3,3,Married,9290,9056,3,Y,No,9,2,80,2
13157,42,No,Travel_Frequently,508,S,a,l,2,3,F,48,2,3,5,Divorced,9747,10755,2,Y,Yes,10,4,80,2
13158,54,Yes,Non-Travel,492,S,a,l,1,4,M,48,3,3,5,Married,10009,10445,2,N,No,10,3,80,3
13159,42,No,Non-Travel,504,S,a,l,6,4,M,46,4,2,3,Divorced,10415,10531,2,Y,No,3,3,80,3
13160,27,No,Non-Travel,515,S,a,l,1,5,F,51,4,3,3,Single,11130,10809,1,Y,No,1,4,80,2
13161,59,No,Travel_Rarely,508,R,e,s,4,4,F,49,3,2,5,Divorced,10269,10267,2,Y,Yes,5,2,80,3
13162,41,No,Non-Travel,512,S,a,l,4,4,F,50,3,1,4,Single,10791,11914,1,Y,No,10,3,80,3
13163,43,No,Non-Travel,493,R,e,s,3,2,F,52,2,2,5,Single,11057,9373,4,Y,No,1,1,80,3
13164,46,Yes,Non-Travel,497,S,a,l,1,4,M,48,3,1,3,Single,10330,10559,0,Y,Yes,9,1,80,3
13165,52,No,Non-Travel,511,S,a,l,1,4,F,49,2,1,5,Married,12393,10484,4,Y,No,13,1,80,3
13166,41,No,Travel_Frequently,524,T,e,c,7,4,F,50,2,2,5,Divorced,8373,11130,4,Y,No,10,2,80,3
13167,52,No,Non-Travel,503,S,a,l,1,4,M,53,2,3,5,Married,9158,10693,3,Y,No,10,2,80,1
13168,26,No,Non-Travel,497,T,e,c,3,3,F,50,5,3,4,Single,9151,9546,2,Y,No,15,3,80,2
13169,40,No,Non-Travel,483,S,a,l,6,5,F,48,4,2,5,Married,9230,10936,2,Y,No,12,1,80,3
13170,44,No,Non-Travel,501,T,e,c,3,3,M,48,2,2,4,Single,10471,9910,3,Y,Yes,15,3,80,2
13171,35,No,Non-Travel,490,S,a,l,7,3,F,50,5,1,5,Married,9985,8688,0,Y,Yes,7,2,80,3
13172,35,No,Non-Travel,501,S,a,l,4,4,F,48,2,1,5,Married,8745,9465,4,Y,No,7,1,80,2
13173,52,No,Non-Travel,490,T,e,c,4,2,F,51,4,3,5,Married,10898,10252,2,Y,No,14,3,80,3
13174,33,No,Non-Travel,511,S,a,l,5,3,F,49,4,2,5,Single,7843,9613,2,Y,No,7,1,80,2
13175,51,No,Non-Travel,491,T,e,c,3,2,F,48,4,2,3,Single,8977,9304,2,Y,Yes,10,3,80,3
13176,53,No,Non-Travel,491,T,e,c,3,2,F,51,4,3,2,Married,8825,10827,3,Y,No,1,1,80,1
13177,35,Yes,Non-Travel,506,S,a,l,3,4,F,49,4,2,3,Married,10602,8886,1,Y,Yes,13,2,80,4
13178,42,No,Non-Travel,516,R,e,s,6,4,F,52,4,2,3,Married,9139,10722,4,Y,No,11,1,80,3
13179,59,No,Non-Travel,512,R,e,s,5,3,M,46,3,3,3,Married,11286,11661,2,Y,No,5,3,80,3
13180,43,No,Non-Travel,524,R,e,s,3,2,F,53,3,3,3,Married,9906,10142,1,Y,No,3,3,80,4
13181,43,No,Travel_Frequently,489,S,a,l,4,2,M,49,4,3,4,Married,9100,10019,2,Y,Yes,16,2,80,3
13182,67,No,Travel_Frequently,507,S,a,l,8,2,F,52,4,3,4,Divorced,10546,11053,3,Y,No,17,4,80,3
13183,61,No,Non-Travel,504,T,e,c,1,5,M,48,4,1,2,Married,10284,9076,1,Y,Yes,7,2,80,4
13184,42,No,Non-Travel,494,T,e,c,5,4,F,46,3,2,5,Divorced,9349,9789,3,Y,No,15,1,80,2
13185,49,No,Non-Travel,483,T,e,c,5,3,M,47,2,1,5,Married,11783,11055,2,Y,No,13,1,80,3
13186,31,No,Travel_Frequently,489,R,e,s,3,2,F,51,2,3,3,Single,11106,9583,3,Y,No,0,3,80,2
13187,48,No,Non-Travel,510,T,e,c,4,3,M,47,3,3,3,Divorced,10295,8781,2,Y,Yes,11,2,80,2
13188,48,No,Non-Travel,493,S,a,l,2,2,M,50,4,3,3,Divorced,9202,9475,1,Y,No,13,3,80,3
13189,46,No,Non-Travel,505,T,e,c,6,3,F,48,4,3,3,Married,11303,9880,3,Y,Yes,0,2,80,1
13190,53,Yes,Non-Travel,506,T,e,c,3,5,F,51,3,1,5,Married,8931,9528,5,Y,No,16,1,80,3
13191,44,Yes,Non-Travel,499,S,a,l,4,4,F,50,5,1,4,Married,9984,11732,2,Y,No,16,2,80,2
13192,33,No,Travel_Frequently,509,T,e,c,6,2,M,50,4,3,3,Married,10787,10268,0,Y,Yes,12,3,80,3
13193,51,No,Non-Travel,488,T,e,c,5,4,M,52,4,1,5,Married,9228,10903,2,Y,No,7,2,80,1
13194,31,No,Non-Travel,500,S,a,l,3,3,F,49,4,2,3,Married,10763,8672,2,Y,No,8,3,80,3
13195,44,No,Non-Travel,501,S,a,l,3,3,M,51,2,1,4,Divorced,11028,9977,2,Y,No,10,4,80,3
13196,39,No,Non-Travel,500,S,a,l,0,2,M,51,4,1,3,Divorced,8159,9025,3,Y,Yes,21,3,80,3
13197,45,No,Non-Travel,489,R,e,s,5,2,F,47,3,3,5,Single,8841,10826,2,Y,No,8,2,80,3
13198,38,No,Non-Travel,486,T,e,c,8,3,F,49,3,3,3,Divorced,9777,10337,2,Y,No,1,3,80,3
13199,37,Yes,Non-Travel,511,S,a,l,6,4,F,49,3,2,3,Married,9767,10931,3,Y,No,6,3,80,1
13200,67,No,Non-Travel,489,T,e,c,4,2,M,50,5,1,2,Divorced,9561,8448,1,Y,Yes,4,2,80,4
13201,44,No,Non-Travel,501,R,e,s,3,3,M,51,4,2,3,Divorced,9474,9646,2,Y,No,14,4,80,1
13202,34,No,Non-Travel,502,R,e,s,6,5,M,51,4,1,3,Married,11626,10054,3,Y,Yes,23,3,80,3
13203,59,No,Non-Travel,497,R,e,s,2,2,F,51,4,3,4,Married,11297,11484,1,Y,No,7,2,80,1
13204,30,No,Non-Travel,491,R,e,s,6,5,F,47,3,3,5,Married,10611,12124,4,Y,No,6,1,80,3
13205,41,No,Non-Travel,497,S,a,l,5,3,F,52,2,1,4,Single,10397,8807,3,Y,Yes,20,2,80,1
13206,26,No,Travel_Rarely,499,T,e,c,4,3,M,49,4,3,2,Married,10387,8502,2,Y,Yes,8,2,80,1
13207,50,Yes,Non-Travel,497,T,e,c,5,2,F,50,2,2,2,Married,11539,9897,3,Y,No,11,2,80,4
13208,37,No,Non-Travel,505,R,e,s,2,3,M,52,5,3,4,Married,11748,12313,2,Y,Yes,18,2,80,2
13209,29,Yes,Non-Travel,497,T,e,c,3,4,F,45,2,3,4,Married,9863,8604,0,Y,Yes,7,2,80,3
13210,38,No,Non-Travel,493,S,a,l,8,3,M,49,2,2,4,Divorced,9310,10823,2,N,No,12,2,80,2
13211,52,No,Non-Travel,503,R,e,s,5,3,F,51,5,3,3,Married,10655,8913,3,Y,Yes,16,2,80,1
13212,55,No,Non-Travel,500,T,e,c,6,4,F,49,3,2,4,Single,9491,9174,3,Y,Yes,10,2,80,3
13213,34,No,Travel_Rarely,493,S,a,l,4,3,F,50,4,3,4,Divorced,9401,8396,4,Y,No,13,2,80,3
13214,27,No,Non-Travel,486,R,e,s,3,5,M,49,4,2,3,Single,10142,10344,3,Y,No,12,3,80,4
13215,50,No,Non-Travel,508,T,e,c,4,2,F,49,4,2,2,Married,10123,9655,3,Y,No,6,3,80,1
13216,47,Yes,Non-Travel,510,S,a,l,6,5,F,49,3,1,2,Married,11863,10910,1,,No,10,1,80,1
13217,21,No,Non-Travel,506,T,e,c,3,4,F,49,2,3,3,Married,10232,9238,2,Y,No,2,3,80,3
13218,38,No,Non-Travel,489,T,e,c,6,3,F,52,4,2,2,Married,10741,10452,4,Y,Yes,11,2,80,3
13219,47,Yes,Non-Travel,496,S,a,l,5,4,M,47,4,1,2,Married,10603,9355,3,Y,Yes,6,2,80,3
13220,72,No,Non-Travel,496,T,e,c,1,4,M,52,3,3,5,Married,9471,11567,4,Y,No,3,3,80,3
13221,53,Yes,Non-Travel,498,R,e,s,4,2,M,51,3,1,5,Married,9912,11694,3,Y,Yes,19,2,80,4
13222,56,No,Travel_Rarely,508,S,a,l,6,4,F,47,3,2,4,Married,10793,10985,4,Y,Yes,5,3,80,2
13223,42,No,Non-Travel,491,S,a,l,4,4,F,50,3,3,5,Married,9414,10544,5,Y,No,20,3,111,1
13224,31,No,Non-Travel,503,S,a,l,3,4,F,47,2,1,5,Divorced,10007,10388,2,Y,No,4,2,80,2
13225,54,No,Non-Travel,496,R,e,s,3,2,M,47,4,3,5,Married,8793,10160,2,Y,No,11,1,80,3
13226,50,Yes,Non-Travel,498,S,a,l,0,2,M,49,5,1,2,Single,9655,11125,3,Y,No,10,1,80,4
13227,35,No,Non-Travel,487,R,e,s,2,2,F,51,4,3,2,Married,9701,10633,3,N,No,20,1,80,2
13228,44,No,Non-Travel,498,T,e,c,4,3,M,49,2,2,5,Married,7784,9580,2,Y,Yes,14,1,80,2
13229,56,No,Travel_Frequently,523,T,e,c,7,2,M,49,2,1,4,Married,10950,9430,1,Y,Yes,2,4,80,2
13230,40,No,Non-Travel,526,S,a,l,6,4,M,47,2,2,4,Single,11475,11154,2,Y,No,15,2,80,3
13231,55,Yes,Non-Travel,492,T,e,c,6,3,F,47,3,2,2,Married,9466,11685,3,Y,Yes,2,3,80,2
13232,44,No,Non-Travel,504,S,a,l,3,4,M,49,5,1,3,Married,8568,8811,5,Y,Yes,12,2,80,3
13233,34,No,Non-Travel,502,S,a,l,4,3,M,50,5,2,5,Single,10752,9448,2,Y,Yes,3,2,80,2
13234,32,No,Travel_Frequently,504,S,a,l,3,4,F,46,5,2,3,Married,10333,10203,2,Y,Yes,9,2,80,3
13235,37,No,Non-Travel,517,R,e,s,3,4,F,45,2,1,4,Divorced,8341,9736,1,Y,No,14,3,80,3
13236,47,No,Non-Travel,507,S,a,l,6,2,F,46,2,2,3,Married,9048,10001,1,Y,Yes,16,4,80,1
13237,47,No,Travel_Rarely,494,S,a,l,4,2,F,50,3,2,3,Married,10547,10142,4,Y,No,20,4,80,2
13238,49,No,Travel_Frequently,489,S,a,l,5,4,M,48,2,3,4,Single,8638,10324,3,Y,No,12,3,80,2
13239,45,No,Travel_Frequently,498,R,e,s,6,4,F,50,4,2,5,Married,11282,9675,2,Y,No,6,2,80,1
13240,43,No,Non-Travel,492,T,e,c,4,4,F,51,3,2,2,Divorced,9415,9162,2,Y,No,14,2,80,2
13241,54,No,Travel_Frequently,490,R,e,s,3,4,F,49,2,2,5,Single,8931,9930,2,Y,No,7,2,80,3
13242,33,No,Non-Travel,485,R,e,s,6,4,F,46,4,2,4,Married,10336,8849,3,Y,No,11,1,80,3
13243,24,No,Travel_Rarely,502,T,e,c,7,4,F,50,3,3,5,Divorced,10788,10152,0,Y,No,10,3,40,3
13244,62,No,Non-Travel,519,R,e,s,5,2,M,49,4,1,2,Married,10126,10226,2,Y,No,5,3,80,1
13245,45,No,Non-Travel,499,S,a,l,7,4,F,50,2,2,5,Divorced,9284,10081,2,Y,No,12,3,80,3
13246,45,No,Non-Travel,486,S,a,l,7,4,F,48,3,3,2,Married,9822,9227,2,Y,Yes,5,2,80,3
13247,38,No,Non-Travel,486,T,e,c,2,4,F,52,3,3,5,Married,9238,10080,2,Y,Yes,4,3,80,2
13248,34,No,Non-Travel,501,T,e,c,3,2,M,50,3,1,4,Married,9745,8909,2,Y,No,6,2,80,2
13249,47,Yes,Non-Travel,496,R,e,s,2,4,F,48,4,3,3,Married,10460,9841,3,Y,Yes,12,1,80,4
13250,24,No,Non-Travel,502,R,e,s,8,3,M,48,4,3,3,Married,10654,11071,2,Y,No,14,2,80,1
13251,20,Yes,Non-Travel,490,T,e,c,9,4,M,49,3,2,5,Married,10395,9505,5,Y,No,6,2,80,2
13252,43,No,Non-Travel,505,R,e,s,3,5,F,46,4,2,2,Married,11023,10448,2,Y,No,6,2,80,3
13253,24,No,Travel_Frequently,494,S,a,l,6,3,F,49,4,3,5,Married,10598,9200,3,Y,Yes,6,2,80,1
13254,38,No,Non-Travel,495,R,e,s,6,5,F,49,3,2,4,Married,9793,9414,3,Y,No,13,2,80,1
13255,49,No,Non-Travel,492,T,e,c,0,4,F,52,2,2,2,Married,10423,10578,1,Y,Yes,6,2,80,4
13256,51,No,Non-Travel,500,R,e,s,0,3,M,47,3,2,5,Married,12584,9790,3,Y,No,16,2,80,2
13257,44,No,Non-Travel,486,T,e,c,2,4,F,48,2,3,4,Married,8548,9669,2,Y,No,14,4,80,2
13258,36,No,Non-Travel,495,T,e,c,1,4,F,50,2,2,4,Divorced,10127,9582,0,Y,No,11,2,80,3
13259,21,No,Non-Travel,486,S,a,l,6,4,F,50,3,3,5,Married,9118,10486,3,Y,Yes,3,2,80,3
13260,43,Yes,Non-Travel,517,T,e,c,1,3,F,51,5,1,5,Married,11275,8582,3,Y,Yes,10,2,80,1
13261,42,Yes,Non-Travel,515,T,e,c,8,4,M,49,4,3,3,Divorced,9425,11956,2,Y,No,8,1,80,1
13262,37,No,Travel_Frequently,506,S,a,l,2,4,M,45,2,2,2,Divorced,10661,9083,1,N,No,10,3,80,3
13263,28,Yes,Non-Travel,493,T,e,c,2,2,M,48,4,1,5,Divorced,11054,10716,2,Y,Yes,12,3,80,3
13264,41,No,Travel_Rarely,500,T,e,c,4,2,M,50,4,3,5,Married,9429,9771,3,Y,No,5,1,80,2
13265,42,No,Travel_Frequently,500,T,e,c,4,4,M,52,3,1,4,Married,11507,10267,3,Y,No,7,4,80,2
13266,46,No,Non-Travel,496,S,a,l,5,4,F,49,5,1,4,Married,10265,8685,4,Y,No,6,1,80,2
13267,50,No,Non-Travel,491,T,e,c,5,2,M,48,4,3,4,Married,10906,10042,2,Y,No,4,2,80,3
13268,43,No,Non-Travel,476,S,a,l,5,4,M,49,5,1,4,Single,10407,9683,2,Y,Yes,5,2,80,3
13269,41,No,Non-Travel,508,T,e,c,5,4,F,53,2,1,2,Single,9852,10458,5,Y,Yes,12,3,80,1
13270,36,No,Travel_Frequently,505,S,a,l,4,2,F,46,4,3,5,Divorced,10316,10459,3,Y,No,11,2,80,4
